# C138 — 防范非法金融活动的指南
# persons: 

0156	血本无归	xuebenwugui	linear
0157	典型	dianxing	linear
0158	案例	anli	linear
0159	包括	baokuo	linear
0160	伪装	weizhuang	linear
0160	成	cheng	linear
0161	养老	yanglao	linear
0162	项目	xiangmu	linear
0163	的	de	linear
0164	投资	touzi	linear
0165	骗局	pianju	linear
0166	消费	xiaofei	linear
0167	返利	fanli	linear
0168	的	de	linear
0169	高额	gaoe	linear
0170	奖励	jiangli	linear
0171	计划	jihua	linear
0172	等	deng	linear
0173	网络	wangluo	linear
0174	金融	jinrong	linear
0175	诈骗	zhapian	linear
0176	随着	suizhe	linear
0177	数字	shuzi	linear
0178	技术	jishu	linear
0179	的	de	linear
0180	发展	fazhan	linear
0181	网络	wangluo	linear
0182	金融	jinrong	linear
0183	诈骗	zhapian	linear
0184	手段	shouduan	linear
0185	日益	riyi	linear
0186	翻新	fanxin	linear
0187	不法分子	bufafenzi	linear
0188	通过	tongguo	linear
0189	伪造	weizao	linear
0190	金融	jinrong	linear
0191	网站	wangzhan	linear
0192	假冒	jiamao	linear
0193	银行	yinhang	linear
0194	工作人员	gongzuorenyuan	linear
0195	实施	shishi	linear
0196	虚假	xujia	linear
0197	贷款	daikuan	linear
0198	等	deng	linear
0199	方式	fangshi	linear
0200	骗取	pianqu	linear
0201	群众	qunzhong	linear
0202	资金	zijin	linear
0203	此外	ciwai	linear
0204	利用	liyong	linear
0205	社交	shejiao	linear
0206	媒体	meiti	linear
0207	和	he	linear
0208	即时通讯	jishitongxun	linear
0209	工具	gongju	linear
0210	传播	chuanbo	linear
0211	虚假	xujia	linear
0212	信息	xinxi	linear
0213	编造	bianzao	linear
0214	骗局	pianju	linear
0215	也	ye	linear
0216	成为	chengwei	linear
0217	常见	changjian	linear
0218	形式	xingshi	linear
0219	例如	liru	linear
0220	冒充	maochong	linear
0221	客服	kefu	linear
0222	退费	tuifei	linear
0223	虚假	xujia	linear
0224	中奖	zhongjiang	linear
0225	等	deng	linear
0226	骗局	pianju	linear
0227	在	zai	linear
0228	近年来	jinnianlai	linear
0229	屡见不鲜	lvjianbuxian	linear
0230	金融	jinrong	linear
0231	传销	chuanxiao	linear
0232	金融	jinrong	linear
0233	传销	chuanxiao	linear
0234	的	de	linear
0235	本质	benzhi	linear
0236	是	shi	linear
0237	通过	tongguo	linear
0238	拉	la	linear
0239	人头	rentou	linear
0240	发展	fazhan	linear
0241	下线	xiaxian	linear
0242	来	lai	linear
0243	维持	weichi	linear
0244	资金	zijin	linear
0245	运转	yunzhuan	linear
0246	不法分子	bufafenzi	linear
0247	以	yi	linear
0248	虚假	xujia	linear
0249	的	de	linear
0250	理财产品	licaichanpin	linear
0251	或	huo	linear
0252	金融	jinrong	linear
0253	投资	touzi	linear
0254	计划	jihua	linear
0255	为	wei	linear
0256	包装	baozhuang	linear
0257	诱骗	youpian	linear
0258	参与者	canyuzhe	linear
0259	缴纳	jiaona	linear
0260	费用	feiyong	linear
0261	加入	jiaru	linear
0262	并	bing	linear
0263	发展	fazhan	linear
0264	更	geng	linear
0265	多	duo	linear
0266	下线	xiaxian	linear
0267	形成	xingcheng	linear
0268	资金	zijin	linear
0269	链条	liantiao	linear
0270	这种	zhezhong	linear
0271	模式	moshi	linear
0272	通常	tongchang	linear
0273	以	yi	linear
0274	快速	kuaisu	linear
0275	致富	zhifu	linear
0276	吸引	xiyin	linear
0277	人	ren	linear
0278	但	dan	linear
0279	其	qi	linear
0280	资金来源	zijinlaiyuan	linear
0281	单一	danyi	linear
0282	一旦	yidan	linear
0283	下线	xiaxian	linear
0284	人数	renshu	linear
0285	不足	buzu	linear
0286	资金	zijin	linear
0287	链	lian	linear
0288	便	bian	linear
0289	会	hui	linear
0290	崩溃	bengkui	linear
0291	非法	feifa	linear
0292	外汇交易	waihuijiaoyi	linear
0293	与	yu	linear
0294	虚拟	xuni	linear
0295	货币	huobi	linear
0296	骗局	pianju	linear
0297	一些	yixie	linear
0298	不法	bufa	linear
0299	机构	jigou	linear
0300	未经许可	weijingxuke	linear
0301	开展	kaizhan	linear
0302	外汇	waihui	linear
0303	保证金	baozhengjin	linear
0304	交易	jiaoyi	linear
0305	或	huo	linear
0306	虚拟	xuni	linear
0307	货币	huobi	linear
0308	买卖	maimai	linear
0309	吸引	xiyin	linear
0310	投资者	touzizhe	linear
0311	参与	canyu	linear
0312	高	gao	linear
0313	杠杆	ganggan	linear
0314	交易	jiaoyi	linear
0315	这些	zhexie	linear
0316	平台	pingtai	linear
0317	多	duo	linear
0318	存在	cunzai	linear
0319	操作	caozuo	linear
0320	不	bu	linear
0321	透明	touming	linear
0322	资金	zijin	linear
0323	无法	wufa	linear
0324	追回	zhuihui	linear
0325	等	deng	linear
0326	问题	wenti	linear
0327	投资者	touzizhe	linear
0328	稍有不慎	shaoyoubushen	linear
0329	便	bian	linear
0330	可能	keneng	linear
0331	遭受	zaoshou	linear
0332	惨重	canzhong	linear
0333	损失	sunshi	linear
0334	此外	ciwai	linear
0335	虚拟	xuni	linear
0336	货币	huobi	linear
0337	骗局	pianju	linear
0338	往往	wangwang	linear
0339	伴随	bansui	linear
0340	着	zhe	linear
0341	区块	qukuai	linear
0342	链	lian	linear
0343	概念	gainian	linear
0344	炒作	chaozuo	linear
0345	实质	shizhi	linear
0346	上	shang	linear
0347	是	shi	linear
0348	空壳	kongke	linear
0349	项目	xiangmu	linear
0350	三	san	linear
0351	非法	feifa	linear
0352	金融	jinrong	linear
0353	活动	huodong	linear
0354	的	de	linear
0355	危害	weihai	linear
0356	对	dui	linear
0357	个人	geren	linear
0358	的	de	linear
0359	危害	weihai	linear
0360	参与者	canyuzhe	linear
0361	承受	chengshou	linear
0362	经济损失	jingjisunshi	linear
0363	严重者	yanzhongzhe	linear
0364	甚至	shenzhi	linear
0365	倾家荡产	qingjiadangchan	linear
0366	血本无归	xuebenwugui	linear
0367	此外	ciwai	linear
0368	部分	bufen	linear
0369	非法	feifa	linear
0370	金融	jinrong	linear
0371	活动	huodong	linear
0372	参与者	canyuzhe	linear
0373	可能	keneng	linear
0374	因	yin	linear
0375	不知情	buzhiqing	linear
0376	而	er	linear
0377	触犯	chufan	linear
0378	法律	falv	linear
0379	承担	chengdan	linear
0380	相应	xiangying	linear
0381	的	de	linear
0382	法律责任	falvzeren	linear
0383	对	dui	linear
0384	社会	shehui	linear
0385	的	de	linear
0386	危害	weihai	linear
0387	非法	feifa	linear
0388	金融	jinrong	linear
0389	活动	huodong	linear
0390	严重	yanzhong	linear
0391	扰乱	raoluan	linear
0392	正常	zhengchang	linear
0393	的	de	linear
0394	经济	jingji	linear
0395	金融	jinrong	linear
0396	秩序	zhixu	linear
0397	加剧	jiaju	linear
0398	社会	shehui	linear
0399	不	bu	linear
0400	稳定	wending	linear
0401	因素	yinsu	linear
0402	甚至	shenzhi	linear
0403	导致	daozhi	linear
0404	金融	jinrong	linear
0405	资源	ziyuan	linear
0406	的	de	linear
0407	错配	cuopei	linear
0408	阻碍	zuai	linear
0409	经济	jingji	linear
0410	的	de	linear
0411	正常	zhengchang	linear
0412	发展	fazhan	linear
0413	四	si	linear
0414	防范	fangfan	linear
0415	非法	feifa	linear
0416	金融	jinrong	linear
0417	活动	huodong	linear
0418	的	de	linear
0419	建议	jianyi	linear
0420	提高警惕	tigaojingti	linear
0421	理性	lixing	linear
0422	投资	touzi	linear
0423	对	dui	linear
0424	承诺	chengnuo	linear
0425	高额	gaoe	linear
0426	回报	huibao	linear
0427	无风险	wufengxian	linear
0428	收益	shouyi	linear
0429	的	de	linear
0430	投资	touzi	linear
0431	项目	xiangmu	linear
0432	要	yao	linear
0433	保持	baochi	linear
0434	高度	gaodu	linear
0435	怀疑	huaiyi	linear
0436	切勿	qiewu	linear
0437	被	bei	linear
0438	短期	duanqi	linear
0439	利益	liyi	linear
0440	冲昏头脑	chonghuntounao	linear
0441	核实	heshi	linear
0442	资质	zizhi	linear
0443	选择	xuanze	linear
0444	正规	zhenggui	linear
0445	机构	jigou	linear
0446	在	zai	linear
0447	参与	canyu	linear
0448	投资	touzi	linear
0449	前	qian	linear
0450	可	ke	linear
0451	通过	tongguo	linear
0452	银行	yinhang	linear
0453	证券公司	zhengquangongsi	linear
0454	等	deng	linear
0455	正规渠道	zhengguiqudao	linear
0456	核实	heshi	linear
0457	机构	jigou	linear
0458	资质	zizhi	linear
0459	切勿	qiewu	linear
0460	轻信	qingxin	linear
0461	来源不明	laiyuanbuming	linear
0462	的	de	linear
0463	投资	touzi	linear
0464	建议	jianyi	linear
0465	同时	tongshi	linear
0466	可	ke	linear
0467	通过	tongguo	linear
0468	登录	denglu	linear
0469	金融	jinrong	linear
0470	产品	chanpin	linear
0471	查询	chaxun	linear
0472	平台	pingtai	linear
0473	网站	wangzhan	linear
0474	微信	weixin	linear
0475	小	xiao	linear
0476	程序	chengxu	linear
0477	以及	yiji	linear
0478	手机	shouji	linear
0479	搜索	sousuo	linear
0480	金融	jinrong	linear
0481	产品	chanpin	linear
0482	查询	chaxun	linear
0483	平台	pingtai	linear
0484	进行	jinxing	linear
0485	金融	jinrong	linear
0486	产品	chanpin	linear
0487	信息	xinxi	linear
0488	查询	chaxun	linear
0489	有效	youxiao	linear
0490	识别	shibie	linear
0491	非法	feifa	linear
0492	金融	jinrong	linear
0493	产品	chanpin	linear
0494	审慎	shenshen	linear
0495	对待	duidai	linear
0496	网络	wangluo	linear
0497	金融	jinrong	linear
0498	活动	huodong	linear
0499	避免	bimian	linear
0500	在	zai	linear
0501	不明	buming	linear
0502	来源	laiyuan	linear
0503	的	de	linear
0504	链接	lianjie	linear
0505	或	huo	linear
0506	应用程序	yingyongchengxu	linear
0507	中	zhong	linear
0508	填写	tianxie	linear
0509	个人信息	gerenxinxi	linear
0510	确保	quebao	linear
0511	资金	zijin	linear
0512	交易	jiaoyi	linear
0513	安全	anquan	linear
0514	了解	liaojie	linear
0515	相关	xiangguan	linear
0516	法律法规	falvfagui	linear
0517	关注	guanzhu	linear
0518	政府部门	zhengfubumen	linear
0519	发布	fabu	linear
0520	的	de	linear
0521	风险	fengxian	linear
0522	提示	tishi	linear
0523	和	he	linear
0524	法律法规	falvfagui	linear
0525	增强	zengqiang	linear
0526	对	dui	linear
0527	非法	feifa	linear
0528	金融	jinrong	linear
0529	活动	huodong	linear
0530	的	de	linear
0531	辨识	bianshi	linear
0532	能力	nengli	linear
0533	不	bu	linear
0534	随意	suiyi	linear
0535	转账	zhuanzhang	linear
0536	对	dui	linear
0537	陌生人	moshengren	linear
0538	要求	yaoqiu	linear
0539	转账	zhuanzhang	linear
0540	汇款	huikuan	linear
0541	等	deng	linear
0542	行为	xingwei	linear
0543	要	yao	linear
0544	提高警惕	tigaojingti	linear
0545	确认	queren	linear
0546	对方	duifang	linear
0547	身份	shenfen	linear
0548	真实性	zhenshixing	linear
0549	请	qing	linear
0550	广大群众	guangdaqunzhong	linear
0551	增强	zengqiang	linear
0552	自我	ziwo	linear
0553	保护意识	baohuyishi	linear
0554	警惕	jingti	linear
0555	高额	gaoe	linear
0556	回报	huibao	linear
0557	诱饵	youer	linear
0558	远离	yuanli	linear
0559	非法	feifa	linear
0560	金融	jinrong	linear
0561	活动	huodong	linear
0562	让	rang	linear
0563	我们	women	linear
0564	共同	gongtong	linear
0565	防范	fangfan	linear
0566	打击	daji	linear
0567	非法	feifa	linear
0568	金融	jinrong	linear
0569	活动	huodong	linear
0570	维护	weihu	linear
0571	良好	lianghao	linear
0572	金融	jinrong	linear
0573	秩序	zhixu	linear
0574	守护	shouhu	linear
0575	好	hao	linear
0576	人民	renmin	linear
0577	群众	qunzhong	linear
0578	的	de	linear
0579	钱袋子	qiandaizi	linear
