# K631 — 江苏省南京市秦淮区人民法院（2023）苏0104民初6627号民事判决书
# persons: 

0001	江苏省	jiangsusheng	linear
0178	加收	jiashou	linear
0179	按时	anshi	linear
0180	支付	zhifu	linear
0181	利息	lixi	linear
0182	逾期	yuqi	linear
0183	罚息	faxi	linear
0184	利率	lilv	linear
0185	收复	shoufu	linear
0186	借款人	jiekuanren	linear
0187	合同	hetong	linear
0188	按时	anshi	linear
0189	足额	zue	linear
0190	偿还	changhuan	linear
0191	欠款	qiankuan	linear
0192	某某人	moumouren	linear
0193	有权	youquan	linear
0194	宣布	xuanbu	linear
0195	偿还	changhuan	linear
0196	债务	zhaiwu	linear
0197	全部	quanbu	linear
0198	部分	bufen	linear
0199	提前	tiqian	linear
0200	到期	daoqi	linear
0201	同时	tongshi	linear
0202	合同	hetong	linear
0203	约定	yueding	linear
0204	原告	yuangao	linear
0205	因向	yinxiang	linear
0206	被告	beigao	linear
0207	催告	cuigao	linear
0208	还款	haikuan	linear
0209	实现	shixian	linear
0210	债权	zhaiquan	linear
0211	产生	chansheng	linear
0212	一切	yiqie	linear
0213	费用	feiyong	linear
0214	实现	shixian	linear
0215	债权	zhaiquan	linear
0216	费用	feiyong	linear
0217	包括	baokuo	linear
0218	限于	xianyu	linear
0219	诉讼费	susongfei	linear
0220	律师费	lvshifei	linear
0221	被告	beigao	linear
0222	承担	chengdan	linear
0223	被告	beigao	linear
0224	开始	kaishi	linear
0225	逾期	yuqi	linear
0226	截至	jiezhi	linear
0227	逾期	yuqi	linear
0228	金额	jine	linear
0229	其中	qizhong	linear
0230	本金	benjin	linear
0231	利息	lixi	linear
0232	罚息	faxi	linear
0233	复利	fuli	linear
0234	原告	yuangao	linear
0235	被告	beigao	linear
0236	逾期	yuqi	linear
0237	多次	duoci	linear
0238	催要	cuiyao	linear
0239	被告	beigao	linear
0240	清偿	qingchang	linear
0241	欠款	qiankuan	linear
0242	被告	beigao	linear
0243	行为	xingwei	linear
0244	已经	yijing	linear
0245	构成	goucheng	linear
0246	严重	yanzhong	linear
0247	违约	weiyue	linear
0248	告诉	gaosu	linear
0249	法院	fayuan	linear
0250	原告	yuangao	linear
0251	委托	weituo	linear
0252	江苏	jiangsu	linear
0253	联创	lianchuang	linear
0254	伟业	weiye	linear
0255	律师	lvshi	linear
0256	事务所	shiwusuo	linear
0257	代为	daiwei	linear
0258	诉讼	susong	linear
0259	产生	chansheng	linear
0260	律师费	lvshifei	linear
0261	原告	yuangao	linear
0262	支持	zhichi	linear
0263	诉请	suqing	linear
0264	提交	tijiao	linear
0265	被告	beigao	linear
0266	身份证	shenfenzheng	linear
0267	复印件	fuyinjian	linear
0268	个人消费	gerenxiaofei	linear
0269	某某	moumou	linear
0270	某某	moumou	linear
0271	合同	hetong	linear
0272	放款	fangkuan	linear
0273	流水	liushui	linear
0274	还款	haikuan	linear
0275	流水	liushui	linear
0276	欠款	qiankuan	linear
0277	构成	goucheng	linear
0278	明细	mingxi	linear
0279	律师	lvshi	linear
0280	代理	daili	linear
0281	合同	hetong	linear
0282	律师费	lvshifei	linear
0283	发票	fapiao	linear
0284	清单	qingdan	linear
0285	公证书	gongzhengshu	linear
0286	证据	zhengju	linear
0287	证明	zhengming	linear
0288	被告	beigao	linear
0289	某某	moumou	linear
0290	答辩	dabian	linear
0291	提供	tigong	linear
0292	证据	zhengju	linear
0293	证明	zhengming	linear
0294	本院认为	benyuanrenwei	linear
0295	依法	yifa	linear
0296	成立	chengli	linear
0297	合同	hetong	linear
0298	法律	falv	linear
0299	保护	baohu	linear
0300	本案	benan	linear
0301	金融	jinrong	linear
0302	借款	jiekuan	linear
0303	合同	hetong	linear
0304	签订	qianding	linear
0305	方式	fangshi	linear
0306	有别于	youbieyu	linear
0307	银行	yinhang	linear
0308	传统	chuantong	linear
0309	金融	jinrong	linear
0310	借款	jiekuan	linear
0311	合同	hetong	linear
0312	签订	qianding	linear
0313	方式	fangshi	linear
0314	被告	beigao	linear
0315	互联网	hulianwang	linear
0316	银行借款	yinhangjiekuan	linear
0317	说明	shuoming	linear
0318	通过	tongguo	linear
0319	银行	yinhang	linear
0320	身份验证	shenfenyanzheng	linear
0321	双方	shuangfang	linear
0322	线上	xianshang	linear
0323	签订	qianding	linear
0324	个人消费	gerenxiaofei	linear
0325	某某	moumou	linear
0326	某某	moumou	linear
0327	合同	hetong	linear
0328	合法	hefa	linear
0329	有效	youxiao	linear
0330	被告	beigao	linear
0331	依约	yiyue	linear
0332	还款	haikuan	linear
0333	违约	weiyue	linear
0334	行为	xingwei	linear
0335	承担	chengdan	linear
0336	相应	xiangying	linear
0337	法律责任	falvzeren	linear
0338	原告	yuangao	linear
0339	提交	tijiao	linear
0340	证据	zhengju	linear
0341	真实	zhenshi	linear
0342	合法	hefa	linear
0343	本案	benan	linear
0344	关联	guanlian	linear
0345	本院	benyuan	linear
0346	予以	yuyi	linear
0347	采信	caixin	linear
0348	根据	genju	linear
0349	原告	yuangao	linear
0350	陈述	chenshu	linear
0351	确认	queren	linear
0352	证据	zhengju	linear
0353	能够	nenggou	linear
0354	证明	zhengming	linear
0355	原告	yuangao	linear
0356	诉称	sucheng	linear
0357	事实	shishi	linear
0358	诉讼请求	susongqingqiu	linear
0359	本院	benyuan	linear
0360	予以	yuyi	linear
0361	确认	queren	linear
0362	原告	yuangao	linear
0363	主张	zhuzhang	linear
0364	律师费	lvshifei	linear
0365	符合	fuhe	linear
0366	双方	shuangfang	linear
0367	合同	hetong	linear
0368	约定	yueding	linear
0369	法律	falv	linear
0370	法规	fagui	linear
0371	规定	guiding	linear
0372	本院	benyuan	linear
0373	予以	yuyi	linear
0374	支持	zhichi	linear
0375	综合	zonghe	linear
0376	考虑	kaolv	linear
0377	国家有关	guojiayouguan	linear
0378	金融监管	jinrongjianguan	linear
0379	规定	guiding	linear
0380	被告	beigao	linear
0381	还款	haikuan	linear
0382	数额	shue	linear
0383	期限	qixian	linear
0384	当事人	dangshiren	linear
0385	过错	guocuo	linear
0386	程度	chengdu	linear
0387	发卡行	faqiaxing	linear
0388	实际	shiji	linear
0389	损失	sunshi	linear
0390	因素	yinsu	linear
0391	根据	genju	linear
0392	公平	gongping	linear
0393	原则	yuanze	linear
0394	诚信	chengxin	linear
0395	原则	yuanze	linear
0396	予以	yuyi	linear
0397	衡量	hengliang	linear
0398	被告	beigao	linear
0399	归还	guihuan	linear
0400	利息	lixi	linear
0401	罚息	faxi	linear
0402	复利	fuli	linear
0403	总和	zonghe	linear
0404	超过	chaoguo	linear
0405	年利率	nianlilv	linear
0406	为限	weixian	linear
0407	被告	beigao	linear
0408	本院	benyuan	linear
0409	合法	hefa	linear
0410	传唤	chuanhuan	linear
0411	正当理由	zhengdangliyou	linear
0412	到庭	daoting	linear
0413	参加	canjia	linear
0414	诉讼	susong	linear
0415	视为	shiwei	linear
0416	自愿	ziyuan	linear
0417	放弃	fangqi	linear
0418	抗辩	kangbian	linear
0419	权利	quanli	linear
0420	承担	chengdan	linear
0421	相应	xiangying	linear
0422	法律	falv	linear
0423	后果	houguo	linear
0424	依照	yizhao	linear
0425	中华人民共和国	zhonghuarenmingongheguo	linear
0426	合同法	hetongfa	linear
0427	第八条	dibatiao	linear
0428	第四十四条	disishisitiao	linear
0429	第六十条	diliushitiao	linear
0430	第一百零七条	diyibailingqitiao	linear
0431	第一百九十六条	diyibaijiushiliutiao	linear
0432	第二百	dierbai	linear
0433	五条	wutiao	linear
0434	二百零六	erbailingliu	linear
0435	第二百	dierbai	linear
0436	七条	qitiao	linear
0437	最高人民法院	zuigaorenminfayuan	linear
0438	关于	guanyu	linear
0439	适用	shiyong	linear
0440	中华人民共和国	zhonghuarenmingongheguo	linear
0441	民法典	minfadian	linear
0442	时间	shijian	linear
0443	效力	xiaoli	linear
0444	若干	ruogan	linear
0445	规定	guiding	linear
0446	第一条	diyitiao	linear
0447	中华人民共和国	zhonghuarenmingongheguo	linear
0448	民事	minshi	linear
0449	诉讼法	susongfa	linear
0450	第六十七条	diliushiqitiao	linear
0451	第一款	diyikuan	linear
0452	一百四十	yibaisishi	linear
0453	七条	qitiao	linear
0454	规定	guiding	linear
0455	判决	panjue	linear
0456	如下	ruxia	linear
0457	被告	beigao	linear
0458	某某	moumou	linear
0459	于本	yuben	linear
0460	判决	panjue	linear
0461	生效	shengxiao	linear
0462	之日起	zhiriqi	linear
0463	十日	shiri	linear
0464	内向	neixiang	linear
0465	原告	yuangao	linear
0466	江苏	jiangsu	linear
0467	某某	moumou	linear
0468	股份	gufen	linear
0469	有限公司	youxiangongsi	linear
0470	偿还	changhuan	linear
0471	借款	jiekuan	linear
0472	本金	benjin	linear
0473	元及	yuanji	linear
0474	相应	xiangying	linear
0475	利息	lixi	linear
0476	罚息	faxi	linear
0477	复利	fuli	linear
0478	利息	lixi	linear
0479	罚息	faxi	linear
0480	复利	fuli	linear
0481	个人消费	gerenxiaofei	linear
0482	某某	moumou	linear
0483	某某	moumou	linear
0484	合同	hetong	linear
0485	约定	yueding	linear
0486	日起	riqi	linear
0487	计算	jisuan	linear
0488	实际	shiji	linear
0489	清偿	qingchang	linear
0490	之日止	zhirizhi	linear
0491	总和	zonghe	linear
0492	以未	yiwei	linear
0493	本金	benjin	linear
0494	基数	jishu	linear
0495	年利率	nianlilv	linear
0496	为限	weixian	linear
0497	计算	jisuan	linear
0498	被告	beigao	linear
0499	某某	moumou	linear
0500	于本	yuben	linear
0501	判决	panjue	linear
0502	生效	shengxiao	linear
0503	之日起	zhiriqi	linear
0504	十日	shiri	linear
0505	给付	jifu	linear
0506	原告	yuangao	linear
0507	江苏	jiangsu	linear
0508	某某	moumou	linear
0509	股份	gufen	linear
0510	有限公司	youxiangongsi	linear
0511	支付	zhifu	linear
0512	律师费	lvshifei	linear
0513	如果	ruguo	linear
0514	判决	panjue	linear
0515	指定	zhiding	linear
0516	期间	qijian	linear
0517	履行	lvxing	linear
0518	给付	jifu	linear
0519	金钱	jinqian	linear
0520	义务	yiwu	linear
0521	应当	yingdang	linear
0522	依照	yizhao	linear
0523	中华人民共和国	zhonghuarenmingongheguo	linear
0524	民事	minshi	linear
0525	诉讼法	susongfa	linear
0526	第二百	dierbai	linear
0527	六十条	liushitiao	linear
0528	规定	guiding	linear
0529	加倍	jiabei	linear
0530	支付	zhifu	linear
0531	迟延	chiyan	linear
0532	履行	lvxing	linear
0533	期间	qijian	linear
0534	债务	zhaiwu	linear
0535	利息	lixi	linear
0536	案件	anjian	linear
0537	受理费	shoulifei	linear
0538	减半	jianban	linear
0539	收取	shouqu	linear
0540	被告	beigao	linear
0541	某某	moumou	linear
0542	负担	fudan	linear
0543	不服	bufu	linear
0544	判决	panjue	linear
0545	判决书	panjueshu	linear
0546	送达	songda	linear
0547	之日起	zhiriqi	linear
0548	十五日	shiwuri	linear
0549	本院	benyuan	linear
0550	递交	dijiao	linear
0551	上诉状	shangsuzhuang	linear
0552	对方	duifang	linear
0553	当事人	dangshiren	linear
0554	或者	huozhe	linear
0555	代表人	daibiaoren	linear
0556	人数	renshu	linear
0557	提出	tichu	linear
0558	副本	fuben	linear
0559	上诉	shangsu	linear
0560	江苏省	jiangsusheng	linear
0561	南京市	nanjingshi	linear
0562	中级	zhongji	linear
0563	人民法院	renminfayuan	linear
0564	判决	panjue	linear
0565	生效	shengxiao	linear
0566	当事人	dangshiren	linear
0567	提起	tiqi	linear
0568	上诉	shangsu	linear
0569	上诉	shangsu	linear
0570	法院	fayuan	linear
0571	生效	shengxiao	linear
0572	判决	panjue	linear
0573	为准	weizhun	linear
0574	负有	fuyou	linear
0575	履行义务	lvxingyiwu	linear
0576	当事人	dangshiren	linear
0577	依法	yifa	linear
0578	按期	anqi	linear
0579	履行	lvxing	linear
0580	判决	panjue	linear
0581	逾期	yuqi	linear
0582	履行	lvxing	linear
0583	不得	bude	linear
0584	生活	shenghuo	linear
0585	工作	gongzuo	linear
0586	必需	bixu	linear
0587	消费行为	xiaofeixingwei	linear
0588	本案	benan	linear
0589	申请	shenqing	linear
0590	执行	zhixing	linear
0591	人民法院	renminfayuan	linear
0592	根据	genju	linear
0593	履行	lvxing	linear
0594	情况	qingkuang	linear
0595	依法	yifa	linear
0596	相关	xiangguan	linear
0597	当事人	dangshiren	linear
0598	采取	caiqu	linear
0599	列入	lieru	linear
0600	失信	shixin	linear
0601	名单	mingdan	linear
0602	限制	xianzhi	linear
0603	消费	xiaofei	linear
0604	罚款	fakuan	linear
0605	拘留	juliu	linear
0606	措施	cuoshi	linear
0607	构成犯罪	gouchengfanzui	linear
0608	依法追究	yifazhuijiu	linear
0609	刑事责任	xingshizeren	linear
