# K324 — 龙棋
# persons: 

0001	龙棋	longqi	linear
0186	不	bu	linear
0187	移动	yidong	linear
0188	吃掉	chidiao	linear
0189	正下方	zhengxiafang	linear
0190	一层	yiceng	linear
0191	或	huo	linear
0192	邻边	linbian	linear
0193	格下	gexia	linear
0194	一层	yiceng	linear
0195	的	de	linear
0196	敌棋	diqi	linear
0197	地面	dimian	linear
0198	层	ceng	linear
0199	棋子	qizi	linear
0200	战士	zhanshi	linear
0201	在	zai	linear
0202	地面	dimian	linear
0203	移动	yidong	linear
0204	如	ru	linear
0205	国际象棋	guojixiangqi	linear
0206	的	de	linear
0207	士兵	shibing	linear
0208	但	dan	linear
0209	不能	buneng	linear
0210	走	zou	linear
0211	两格	liangge	linear
0212	至底	zhidi	linear
0213	行时	xingshi	linear
0214	升级	shengji	linear
0215	为	wei	linear
0216	英雄	yingxiong	linear
0217	猛玛	mengma	linear
0218	在	zai	linear
0219	地面	dimian	linear
0220	移动	yidong	linear
0221	如	ru	linear
0222	国际象棋	guojixiangqi	linear
0223	的	de	linear
0224	城堡	chengbao	linear
0225	独角兽	dujiaoshou	linear
0226	在	zai	linear
0227	地面	dimian	linear
0228	移动	yidong	linear
0229	如	ru	linear
0230	国际象棋	guojixiangqi	linear
0231	的	de	linear
0232	骑士	qishi	linear
0233	英雄	yingxiong	linear
0234	在	zai	linear
0235	地面	dimian	linear
0236	斜	xie	linear
0237	向	xiang	linear
0238	一到	yidao	linear
0239	两格	liangge	linear
0240	至	zhi	linear
0241	敌棋	diqi	linear
0241	处	chu	linear
0242	或	huo	linear
0243	空处	kongchu	linear
0244	往上	wangshang	linear
0245	或	huo	linear
0246	下	xia	linear
0247	一层	yiceng	linear
0248	至	zhi	linear
0249	邻格	linge	linear
0250	的	de	linear
0251	敌棋	diqi	linear
0251	处	chu	linear
0252	在	zai	linear
0253	天空	tiankong	linear
0254	或	huo	linear
0255	地底	didi	linear
0256	往上	wangshang	linear
0257	或	huo	linear
0258	下	xia	linear
0259	一层	yiceng	linear
0260	至	zhi	linear
0261	邻格	linge	linear
0262	的	de	linear
0263	敌棋	diqi	linear
0263	处	chu	linear
0264	或	huo	linear
0265	空位	kongwei	linear
0266	处	chu	linear
0267	盗贼	daozei	linear
0268	在	zai	linear
0269	地面	dimian	linear
0270	移动	yidong	linear
0271	如	ru	linear
0272	国际象棋	guojixiangqi	linear
0273	的	de	linear
0274	主教	zhujiao	linear
0275	僧侣	senglv	linear
0276	在	zai	linear
0277	任何	renhe	linear
0278	层	ceng	linear
0279	移动	yidong	linear
0280	如	ru	linear
0281	国际象棋	guojixiangqi	linear
0282	的	de	linear
0283	国王	guowang	linear
0284	往上	wangshang	linear
0285	或	huo	linear
0286	下	xia	linear
0287	一层	yiceng	linear
0288	至正	zhizheng	linear
0289	上	shang	linear
0290	或	huo	linear
0291	正下方	zhengxiafang	linear
0292	的	de	linear
0293	敌棋	diqi	linear
0293	处	chu	linear
0294	或	huo	linear
0295	空位	kongwei	linear
0296	处	chu	linear
0297	巫师	wushi	linear
0298	在	zai	linear
0299	地面	dimian	linear
0300	移动	yidong	linear
0301	如	ru	linear
0302	国际象棋	guojixiangqi	linear
0303	的	de	linear
0304	皇后	huanghou	linear
0305	在	zai	linear
0306	天空	tiankong	linear
0307	或	huo	linear
0308	地底	didi	linear
0309	往	wang	linear
0310	邻边	linbian	linear
0311	移动	yidong	linear
0312	一格	yige	linear
0313	至	zhi	linear
0314	空位	kongwei	linear
0315	或	huo	linear
0316	敌棋	diqi	linear
0316	处	chu	linear
0317	在	zai	linear
0318	任何	renhe	linear
0319	层	ceng	linear
0320	往上	wangshang	linear
0321	或	huo	linear
0322	下	xia	linear
0323	移动	yidong	linear
0324	一到	yidao	linear
0325	两层	liangceng	linear
0326	至	zhi	linear
0327	敌棋	diqi	linear
0327	处	chu	linear
0328	或	huo	linear
0329	空位	kongwei	linear
0330	处	chu	linear
0331	国王	guowang	linear
0332	在	zai	linear
0333	地面	dimian	linear
0334	移动	yidong	linear
0335	如	ru	linear
0336	国际象棋	guojixiangqi	linear
0337	的	de	linear
0338	国王	guowang	linear
0339	往上	wangshang	linear
0340	或	huo	linear
0341	下	xia	linear
0342	一层	yiceng	linear
0343	至正	zhizheng	linear
0344	上	shang	linear
0345	或	huo	linear
0346	正下方	zhengxiafang	linear
0347	的	de	linear
0348	敌棋	diqi	linear
0348	处	chu	linear
0349	或	huo	linear
0350	空位	kongwei	linear
0351	处	chu	linear
0352	在	zai	linear
0353	天空	tiankong	linear
0354	或	huo	linear
0355	地底	didi	linear
0356	回至	huizhi	linear
0357	地面	dimian	linear
0358	层	ceng	linear
0359	离开	likai	linear
0360	的	de	linear
0361	棋格	qige	linear
0362	须	xu	linear
0363	为	wei	linear
0364	空位	kongwei	linear
0365	处	chu	linear
0366	不	bu	linear
0367	受	shou	linear
0368	其他	qita	linear
0369	棋子	qizi	linear
0370	抵挡	didang	linear
0371	圣	sheng	linear
0372	武士	wushi	linear
0373	在	zai	linear
0374	地面	dimian	linear
0375	移动	yidong	linear
0376	如	ru	linear
0377	国际象棋	guojixiangqi	linear
0378	的	de	linear
0379	国王	guowang	linear
0380	或	huo	linear
0381	骑士	qishi	linear
0382	对角	duijiao	linear
0383	格	ge	linear
0384	的	de	linear
0385	上	shang	linear
0386	或	huo	linear
0387	下层	xiaceng	linear
0388	的	de	linear
0389	敌棋	diqi	linear
0389	处	chu	linear
0390	或	huo	linear
0391	空位	kongwei	linear
0392	处	chu	linear
0393	在	zai	linear
0394	天空	tiankong	linear
0395	或	huo	linear
0396	地底	didi	linear
0397	移动	yidong	linear
0398	如	ru	linear
0399	国际象棋	guojixiangqi	linear
0400	的	de	linear
0401	国王	guowang	linear
0402	对角	duijiao	linear
0403	格	ge	linear
0404	的	de	linear
0405	地面	dimian	linear
0406	层	ceng	linear
0407	空位	kongwei	linear
0408	处	chu	linear
0409	地	di	linear
0410	底层	diceng	linear
0411	棋子	qizi	linear
0412	矮人	airen	linear
0413	在	zai	linear
0414	地底	didi	linear
0415	往	wang	linear
0416	正前方	zhengqianfang	linear
0417	横向	hengxiang	linear
0418	移动	yidong	linear
0419	一格	yige	linear
0420	至	zhi	linear
0421	空处	kongchu	linear
0422	或	huo	linear
0423	往	wang	linear
0424	斜	xie	linear
0425	前	qian	linear
0426	一格	yige	linear
0427	至	zhi	linear
0428	敌棋	diqi	linear
0428	处	chu	linear
0429	往	wang	linear
0430	正上方	zhengshangfang	linear
0431	一格	yige	linear
0432	至	zhi	linear
0433	敌棋	diqi	linear
0433	处	chu	linear
0434	在	zai	linear
0435	地面	dimian	linear
0436	往	wang	linear
0437	正前方	zhengqianfang	linear
0438	横向	hengxiang	linear
0439	移动	yidong	linear
0440	一格	yige	linear
0441	至	zhi	linear
0442	空处	kongchu	linear
0443	或	huo	linear
0444	往	wang	linear
0445	斜	xie	linear
0446	前	qian	linear
0447	一格	yige	linear
0448	至	zhi	linear
0449	敌棋	diqi	linear
0449	处	chu	linear
0450	往	wang	linear
0451	正下方	zhengxiafang	linear
0452	一层	yiceng	linear
0453	至	zhi	linear
0453	空处	kongchu	linear
0454	蜥怪	xiguai	linear
0455	在	zai	linear
0456	地底	didi	linear
0457	往斜	wangxie	linear
0458	前方	qianfang	linear
0459	正	zheng	linear
0460	后	hou	linear
0461	移动	yidong	linear
0462	一格	yige	linear
0463	至	zhi	linear
0464	空处	kongchu	linear
0465	或	huo	linear
0465	往	wang	linear
0466	正前	zhengqian	linear
0467	一格	yige	linear
0468	至	zhi	linear
0469	敌棋	diqi	linear
0469	处	chu	linear
0470	在	zai	linear
0471	正上方	zhengshangfang	linear
0472	一层	yiceng	linear
0473	的	de	linear
0474	敌棋	diqi	linear
0475	无法	wufa	linear
0476	移动	yidong	linear
0477	元素	yuansu	linear
0478	在	zai	linear
0479	地底	didi	linear
0480	正向	zhengxiang	linear
0481	移动	yidong	linear
0482	一到	yidao	linear
0483	两格	liangge	linear
0484	至	zhi	linear
0485	空处	kongchu	linear
0486	或	huo	linear
0487	敌棋	diqi	linear
0487	处	chu	linear
0488	斜	xie	linear
0489	向	xiang	linear
0490	移动	yidong	linear
0491	一格	yige	linear
0492	至	zhi	linear
0493	空处	kongchu	linear
0494	正向	zhengxiang	linear
0495	移动	yidong	linear
0496	一格	yige	linear
0497	至	zhi	linear
0498	空处	kongchu	linear
0499	然后	ranhou	linear
0500	往正	wangzheng	linear
0501	上	shang	linear
0502	一层	yiceng	linear
0503	至	zhi	linear
0504	敌棋	diqi	linear
0504	处	chu	linear
0505	在	zai	linear
0506	地面	dimian	linear
0507	正向	zhengxiang	linear
0508	移动	yidong	linear
0509	一格	yige	linear
0510	至	zhi	linear
0511	空处	kongchu	linear
0512	然后	ranhou	linear
0513	往	wang	linear
0513	正下	zhengxia	linear
0514	一层	yiceng	linear
0515	至	zhi	linear
0516	敌棋	diqi	linear
0517	或	huo	linear
0518	空处	kongchu	linear
0519	参考	cankao	linear
0520	外部	waibu	linear
0521	连结	lianjie	linear
0522	游戏	youxi	linear
0523	介绍	jieshao	linear
0524	页面	yemian	linear
0525	存档	cundang	linear
0526	备份	beifen	linear
0527	存于	cunyu	linear
0528	互联网	hulianwang	linear
0529	档案馆	danganguan	linear
0530	游戏	youxi	linear
0531	下载	xiazai	linear
0532	页面	yemian	linear
0533	存档	cundang	linear
0534	备份	beifen	linear
0535	存于	cunyu	linear
0536	互联网	hulianwang	linear
0537	档案馆	danganguan	linear
