# K635 — 广西壮族自治区南宁市江南区人民法院（2023）桂0105民初449号民事判决书
# persons: 

0001	广西壮族自治区	guangxizhuangzuzizhiqu	linear
0226	予以	yuyi	linear
0227	确认	queren	linear
0228	结合	jiehe	linear
0229	上述	shangshu	linear
0230	确认	queren	linear
0231	证据	zhengju	linear
0232	庭审	tingshen	linear
0233	笔录	bilu	linear
0234	本院	benyuan	linear
0235	查明	chaming	linear
0236	以下	yixia	linear
0237	事实	shishi	linear
0238	被告	beigao	linear
0239	陈某	chenmou	linear
0240	生向	shengxiang	linear
0241	原告	yuangao	linear
0242	租赁	zulin	linear
0243	一组	yizu	linear
0244	型号	xinghao	linear
0245	海锂	haili	linear
0246	电动车	diandongche	linear
0247	电池	dianchi	linear
0248	月租金	yuezujin	linear
0249	押金	yajin	linear
0250	被告	beigao	linear
0251	原告	yuangao	linear
0252	支付	zhifu	linear
0253	租金	zujin	linear
0254	元及	yuanji	linear
0255	押金	yajin	linear
0256	元后	yuanhou	linear
0257	原告	yuangao	linear
0258	租赁	zulin	linear
0259	交付给	jiaofugei	linear
0260	被告	beigao	linear
0261	使用	shiyong	linear
0262	而后	erhou	linear
0263	被告	beigao	linear
0264	支付	zhifu	linear
0265	日至	rizhi	linear
0266	期间	qijian	linear
0267	租金	zujin	linear
0268	元后	yuanhou	linear
0269	原告	yuangao	linear
0270	返还	fanhuan	linear
0271	电池	dianchi	linear
0272	支付	zhifu	linear
0273	租金	zujin	linear
0274	查明	chaming	linear
0275	原告	yuangao	linear
0276	自认	ziren	linear
0277	电池	dianchi	linear
0278	价格	jiage	linear
0279	一般	yiban	linear
0280	型号	xinghao	linear
0281	数字	shuzi	linear
0282	相乘	xiangcheng	linear
0283	得出	dechu	linear
0284	本案	benan	linear
0285	型号	xinghao	linear
0286	电池	dianchi	linear
0287	价格	jiage	linear
0288	应为	yingwei	linear
0289	本院认为	benyuanrenwei	linear
0290	被告	beigao	linear
0291	存在	cunzai	linear
0292	合法	hefa	linear
0293	有效	youxiao	linear
0294	电池	dianchi	linear
0295	租赁	zulin	linear
0296	合同	hetong	linear
0297	关系	guanxi	linear
0298	原告	yuangao	linear
0299	被告	beigao	linear
0300	交付	jiaofu	linear
0301	电池	dianchi	linear
0302	被告	beigao	linear
0303	原告	yuangao	linear
0304	支付	zhifu	linear
0305	后续	houxu	linear
0306	租金	zujin	linear
0307	原告	yuangao	linear
0308	返还	fanhuan	linear
0309	电池	dianchi	linear
0310	构成	goucheng	linear
0311	根本	genben	linear
0312	违约	weiyue	linear
0313	原告	yuangao	linear
0314	有权	youquan	linear
0315	解除	jiechu	linear
0316	双方	shuangfang	linear
0317	之间	zhijian	linear
0318	租赁	zulin	linear
0319	协议	xieyi	linear
0320	要求	yaoqiu	linear
0321	被告	beigao	linear
0322	承担	chengdan	linear
0323	相应	xiangying	linear
0324	违约责任	weiyuezeren	linear
0325	原告	yuangao	linear
0326	要求	yaoqiu	linear
0327	解除	jiechu	linear
0328	双方	shuangfang	linear
0329	达成	dacheng	linear
0330	锂电池	lidianchi	linear
0331	租赁	zulin	linear
0332	协议	xieyi	linear
0333	诉讼请求	susongqingqiu	linear
0334	本院	benyuan	linear
0335	予以	yuyi	linear
0336	支持	zhichi	linear
0337	原告	yuangao	linear
0338	要求	yaoqiu	linear
0339	被告	beigao	linear
0340	返还	fanhuan	linear
0341	电池	dianchi	linear
0342	要求	yaoqiu	linear
0343	被告	beigao	linear
0344	支付	zhifu	linear
0345	租金	zujin	linear
0346	实际	shiji	linear
0347	返还	fanhuan	linear
0348	电池	dianchi	linear
0349	之日	zhiri	linear
0350	诉讼请求	susongqingqiu	linear
0351	本院认为	benyuanrenwei	linear
0352	目前	muqian	linear
0353	被告	beigao	linear
0354	处于	chuyu	linear
0355	公告送达	gonggaosongda	linear
0356	状态	zhuangtai	linear
0357	其向	qixiang	linear
0358	原告	yuangao	linear
0359	归还	guihuan	linear
0360	电池	dianchi	linear
0361	主客观	zhukeguan	linear
0362	可能性	kenengxing	linear
0363	涉案	shean	linear
0364	电池	dianchi	linear
0365	使用性能	shiyongxingneng	linear
0366	存在	cunzai	linear
0367	时限	shixian	linear
0368	原告	yuangao	linear
0369	要求	yaoqiu	linear
0370	持续	chixu	linear
0371	计算	jisuan	linear
0372	租金	zujin	linear
0373	被告	beigao	linear
0374	返还	fanhuan	linear
0375	电池	dianchi	linear
0376	之日止	zhirizhi	linear
0377	不合理	buheli	linear
0378	综合	zonghe	linear
0379	以上	yishang	linear
0380	考虑	kaolv	linear
0381	本院	benyuan	linear
0382	酌定	zhuoding	linear
0383	被告	beigao	linear
0384	原告	yuangao	linear
0385	赔偿	peichang	linear
0386	电池	dianchi	linear
0387	价值	jiazhi	linear
0388	计算	jisuan	linear
0389	原告	yuangao	linear
0390	主张	zhuzhang	linear
0391	涉案	shean	linear
0392	电池	dianchi	linear
0393	价值	jiazhi	linear
0394	缺乏	quefa	linear
0395	依据	yiju	linear
0396	本院	benyuan	linear
0397	不予	buyu	linear
0398	采纳	caina	linear
0399	原告	yuangao	linear
0400	要求	yaoqiu	linear
0401	被告	beigao	linear
0402	赔偿	peichang	linear
0403	电池	dianchi	linear
0404	价值	jiazhi	linear
0405	诉讼请求	susongqingqiu	linear
0406	本院	benyuan	linear
0407	依法	yifa	linear
0408	支持	zhichi	linear
0409	扣除	kouchu	linear
0410	被告	beigao	linear
0411	支付	zhifu	linear
0412	押金	yajin	linear
0413	元后	yuanhou	linear
0414	被告	beigao	linear
0415	原告	yuangao	linear
0416	赔偿	peichang	linear
0417	原告	yuangao	linear
0418	要求	yaoqiu	linear
0419	被告	beigao	linear
0420	返还	fanhuan	linear
0421	电池	dianchi	linear
0422	支付	zhifu	linear
0423	租金	zujin	linear
0424	诉讼请求	susongqingqiu	linear
0425	本院	benyuan	linear
0426	不再	buzai	linear
0427	予以	yuyi	linear
0428	支持	zhichi	linear
0429	综上所述	zongshangsuoshu	linear
0430	依照	yizhao	linear
0431	中华人民共和国	zhonghuarenmingongheguo	linear
0432	民法典	minfadian	linear
0433	第五	diwu	linear
0434	百六	bailiu	linear
0435	十三条	shisantiao	linear
0436	第一款	diyikuan	linear
0437	第五	diwu	linear
0438	百六	bailiu	linear
0439	十六条	shiliutiao	linear
0440	五百	wubai	linear
0441	七十七	qishiqi	linear
0442	中华人民共和国	zhonghuarenmingongheguo	linear
0443	民事	minshi	linear
0444	诉讼法	susongfa	linear
0445	一百四十	yibaisishi	linear
0446	七条	qitiao	linear
0447	最高人民法院	zuigaorenminfayuan	linear
0448	关于	guanyu	linear
0449	适用	shiyong	linear
0450	中华人民共和国	zhonghuarenmingongheguo	linear
0451	民事	minshi	linear
0452	诉讼法	susongfa	linear
0453	解释	jieshi	linear
0454	第九	dijiu	linear
0455	十条	shitiao	linear
0456	规定	guiding	linear
0457	判决	panjue	linear
0458	如下	ruxia	linear
0459	解除	jiechu	linear
0460	原告	yuangao	linear
0461	南宁市	nanningshi	linear
0462	霍某	huomou	linear
0463	公司	gongsi	linear
0464	被告	beigao	linear
0465	陈某	chenmou	linear
0466	生于	shengyu	linear
0467	达成	dacheng	linear
0468	锂电池	lidianchi	linear
0469	租赁	zulin	linear
0470	协议	xieyi	linear
0471	被告	beigao	linear
0472	陈某	chenmou	linear
0473	生向	shengxiang	linear
0474	原告	yuangao	linear
0475	南宁市	nanningshi	linear
0476	霍某	huomou	linear
0477	公司	gongsi	linear
0478	赔偿	peichang	linear
0479	驳回	bohui	linear
0480	原告	yuangao	linear
0481	南宁市	nanningshi	linear
0482	霍某	huomou	linear
0483	公司	gongsi	linear
0484	其他	qita	linear
0485	诉讼请求	susongqingqiu	linear
0486	上述	shangshu	linear
0487	应付	yingfu	linear
0488	款项	kuanxiang	linear
0489	义务人	yiwuren	linear
0490	本案	benan	linear
0491	民事	minshi	linear
0492	判决书	panjueshu	linear
0493	生效	shengxiao	linear
0494	之日起	zhiriqi	linear
0495	十日	shiri	linear
0496	履行	lvxing	linear
0497	完毕	wanbi	linear
0498	如果	ruguo	linear
0499	按本	anben	linear
0500	判决	panjue	linear
0501	指定	zhiding	linear
0502	期间	qijian	linear
0503	履行	lvxing	linear
0504	给付	jifu	linear
0505	金钱	jinqian	linear
0506	义务	yiwu	linear
0507	应当	yingdang	linear
0508	依照	yizhao	linear
0509	中华人民共和国	zhonghuarenmingongheguo	linear
0510	民事	minshi	linear
0511	诉讼法	susongfa	linear
0512	第二百	dierbai	linear
0513	六十条	liushitiao	linear
0514	规定	guiding	linear
0515	加倍	jiabei	linear
0516	支付	zhifu	linear
0517	迟延	chiyan	linear
0518	履行	lvxing	linear
0519	期间	qijian	linear
0520	债务	zhaiwu	linear
0521	违约金	weiyuejin	linear
0522	权利	quanli	linear
0523	本案	benan	linear
0524	生效	shengxiao	linear
0525	民事	minshi	linear
0526	判决书	panjueshu	linear
0527	规定	guiding	linear
0528	履行	lvxing	linear
0529	期限	qixian	linear
0530	最后	zuihou	linear
0531	一日	yiri	linear
0532	二年	ernian	linear
0533	本院	benyuan	linear
0534	本院	benyuan	linear
0535	同级	tongji	linear
0536	执行	zhixing	linear
0537	财产	caichan	linear
0538	所在地	suozaidi	linear
0539	人民法院	renminfayuan	linear
0540	申请	shenqing	linear
0541	执行	zhixing	linear
0542	案件	anjian	linear
0543	受理费	shoulifei	linear
0544	被告	beigao	linear
0545	某生	mousheng	linear
0546	负担	fudan	linear
0547	不服	bufu	linear
0548	判决	panjue	linear
0549	判决书	panjueshu	linear
0550	送达	songda	linear
0551	之日起	zhiriqi	linear
0552	十五日	shiwuri	linear
0553	本院	benyuan	linear
0554	递交	dijiao	linear
0555	上诉状	shangsuzhuang	linear
0556	按照	anzhao	linear
0557	对方	duifang	linear
0558	当事人	dangshiren	linear
0559	人数	renshu	linear
0560	提出	tichu	linear
0561	副本	fuben	linear
0562	上诉	shangsu	linear
0563	南宁市	nanningshi	linear
0564	中级	zhongji	linear
0565	人民法院	renminfayuan	linear
0566	同时	tongshi	linear
0567	上诉期	shangsuqi	linear
0568	届满	jieman	linear
0569	之日起	zhiriqi	linear
0570	七日	qiri	linear
0571	预交	yujiao	linear
0572	上诉	shangsu	linear
0573	案件	anjian	linear
0574	受理费	shoulifei	linear
0575	开户	kaihu	linear
0576	名称	mingcheng	linear
0577	广西壮族自治区	guangxizhuangzuzizhiqu	linear
0578	南宁市	nanningshi	linear
0579	中级	zhongji	linear
0580	人民法院	renminfayuan	linear
0581	开户银行	kaihuyinhang	linear
0582	中国农业银行	zhongguonongyeyinhang	linear
0583	南宁市	nanningshi	linear
0584	竹溪	zhuxi	linear
0585	支行	zhixing	linear
0586	账号	zhanghao	linear
0587	网银	wangyin	linear
0588	转账	zhuanzhang	linear
0589	先选	xianxuan	linear
0590	古城	gucheng	linear
0591	支行	zhixing	linear
0592	备注栏	beizhulan	linear
0593	注明	zhuming	linear
0594	竹溪	zhuxi	linear
0595	支行	zhixing	linear
0596	逾期	yuqi	linear
0597	预交	yujiao	linear
0598	提出	tichu	linear
0599	缓交	huanjiao	linear
0600	申请	shenqing	linear
0601	自动	zidong	linear
0602	撤回	chehui	linear
0603	上诉	shangsu	linear
0604	处理	chuli	linear
