# B050 — 上纬新材CEO田华首谈具身智能 (科技数码/机器人)
# Persons skipped: 田华21x

0278	机器人	jiqiren	linear
0279	本质	benzhi	linear
0280	是	shi	linear
0281	生活	shenghuo	linear
0282	伙伴	huoban	linear
0283	硬氪	yingke	linear
0284	什么	shenme	linear
0285	是	shi	linear
0286	个人	geren	linear
0287	机器人	jiqiren	linear
0288	工业	gongye	linear
0289	机器人	jiqiren	linear
0290	做	zuo	linear
0291	的	de	linear
0292	是	shi	linear
0293	生产力	shengchanli	linear
0294	的	de	linear
0295	价值	jiazhi	linear
0296	创造	chuangzao	linear
0297	等于	dengyu	linear
0298	生产工具	shengchangongju	linear
0299	家用	jiayong	linear
0300	机器人	jiqiren	linear
0301	是	shi	linear
0302	功能	gongneng	linear
0303	工具	gongju	linear
0304	本质	benzhi	linear
0305	都是	doushi	linear
0306	完成	wancheng	linear
0307	任务	renwu	linear
0308	核心	hexin	linear
0309	是	shi	linear
0310	工具	gongju	linear
0311	属性	shuxing	linear
0312	而	er	linear
0313	我们	women	linear
0314	对	dui	linear
0315	个人	geren	linear
0316	机器人	jiqiren	linear
0317	的	de	linear
0318	定义	dingyi	linear
0319	是	shi	linear
0320	围绕	weirao	linear
0321	个人	geren	linear
0322	陪伴	peiban	linear
0323	个人	geren	linear
0324	成长	chengzhang	linear
0325	学习	xuexi	linear
0326	与	yu	linear
0327	生活	shenghuo	linear
0328	的	de	linear
0329	方方面面	fangfangmianmian	linear
0330	硬氪	yingke	linear
0331	启元	qiyuan	linear
0332	选择	xuanze	linear
0333	个人	geren	linear
0334	机器人	jiqiren	linear
0335	赛道	saidao	linear
0336	的	de	linear
0337	背后	beihou	linear
0338	有	you	linear
0339	什么	shenme	linear
0340	考量	kaoliang	linear
0341	为什么	weishenme	linear
0342	选择	xuanze	linear
0343	这个	zhege	linear
0344	赛道	saidao	linear
0345	内部	neibu	linear
0346	做	zuo	linear
0347	过	guo	linear
0348	大量	daliang	linear
0349	沟通	goutong	linear
0350	首先	shouxian	linear
0351	还是	haishi	linear
0352	愿景	yuanjing	linear
0353	驱动	qudong	linear
0354	我们	women	linear
0355	做	zuo	linear
0356	这个	zhege	linear
0357	事情	shiqing	linear
0358	之初	zhichu	linear
0359	就	jiu	linear
0360	在	zai	linear
0361	讨论	taolun	linear
0362	到底	daodi	linear
0363	想	xiang	linear
0364	用	yong	linear
0365	具身智能	jushenzhineng	linear
0366	做	zuo	linear
0367	什么	shenme	linear
0368	最后	zuihou	linear
0369	明确	mingque	linear
0370	下来	xialai	linear
0371	我们	women	linear
0372	要	yao	linear
0373	以	yi	linear
0374	具身智能	jushenzhineng	linear
0375	来	lai	linear
0376	创造	chuangzao	linear
0377	美好生活	meihaoshenghuo	linear
0378	二是	ershi	linear
0379	品类	pinlei	linear
0380	定义	dingyi	linear
0381	的	de	linear
0382	空白	kongbai	linear
0383	市场	shichang	linear
0384	目前	muqian	linear
0385	比较	bijiao	linear
0386	空白	kongbai	linear
0387	率先	shuaixian	linear
0388	完成	wancheng	linear
0389	这个	zhege	linear
0390	品类	pinlei	linear
0391	定义	dingyi	linear
0392	的	de	linear
0393	企业	qiye	linear
0394	会	hui	linear
0395	赢得	yingde	linear
0396	未来	weilai	linear
0397	万亿	wanyi	linear
0398	市场	shichang	linear
0399	的	de	linear
0400	主导权	zhudaoquan	linear
0401	第三	disan	linear
0402	是	shi	linear
0403	政策	zhengce	linear
0404	窗口	chuangkou	linear
0405	红利	hongli	linear
0406	今年	jinnian	linear
0407	政府工作报告	zhengfugongzuobaogao	linear
0408	及	ji	linear
0409	八部门	babumen	linear
0410	同时	tongshi	linear
0411	发布	fabu	linear
0412	了	le	linear
0413	人工智能	rengongzhineng	linear
0414	加	jia	linear
0415	消费	xiaofei	linear
0416	的	de	linear
0417	实施	shishi	linear
0418	建议	jianyi	linear
0419	迎来	yinglai	linear
0420	了	le	linear
0421	很大	henda	linear
0422	的	de	linear
0423	红利期	hongliqi	linear
0424	第四	disi	linear
0425	是	shi	linear
0426	产业	chanye	linear
0427	协同	xietong	linear
0428	上纬新材	shangweixincai	linear
0429	传统	chuantong	linear
0430	的	de	linear
0431	新材料	xincailiao	linear
0432	业务	yewu	linear
0433	做	zuo	linear
0434	了	le	linear
0435	大量	daliang	linear
0436	轻量化	qinglianghua	linear
0437	环保	huanbao	linear
0438	高强度	gaoqiangdu	linear
0439	的	de	linear
0440	材料	cailiao	linear
0441	可以	keyi	linear
0442	直接	zhijie	linear
0443	应用	yingyong	linear
0444	到	dao	linear
0445	机器人	jiqiren	linear
0446	本体	benti	linear
0447	上	shang	linear
0448	我们	women	linear
0449	做	zuo	linear
0450	个人	geren	linear
0451	机器人	jiqiren	linear
0452	本质	benzhi	linear
0453	上	shang	linear
0454	是	shi	linear
0455	在	zai	linear
0456	抢占	qiangzhan	linear
0457	时代	shidai	linear
0458	的	de	linear
0459	入口	rukou	linear
0460	我们	women	linear
0461	认为	renwei	linear
0462	未来	weilai	linear
0463	的	de	linear
0464	入口	rukou	linear
0465	不是	bushi	linear
0466	智能	zhineng	linear
0467	音箱	yinxiang	linear
0468	或	huo	linear
0469	电视	dianshi	linear
0470	而是	ershi	linear
0471	具身智能	jushenzhineng	linear
0472	机器人	jiqiren	linear
0473	硬氪	yingke	linear
0474	对于	duiyu	linear
0475	消费者	xiaofeizhe	linear
0476	来讲	laijiang	linear
0477	个人	geren	linear
0478	机器人	jiqiren	linear
0479	最大	zuida	linear
0480	的	de	linear
0481	功能	gongneng	linear
0482	到底	daodi	linear
0483	是	shi	linear
0484	什么	shenme	linear
0485	是	shi	linear
0486	好玩	haowan	linear
0487	陪伴	peiban	linear
0488	还是	haishi	linear
0489	它	ta	linear
0490	的	de	linear
0491	工具性	gongjuxing	linear
0492	回到	huidao	linear
0493	第一性	diyixing	linear
0494	原理	yuanli	linear
0495	我们	women	linear
0496	认为	renwei	linear
0497	一个	yige	linear
0498	好	hao	linear
0499	产品	chanpin	linear
0500	的	de	linear
0501	价值	jiazhi	linear
0502	由	you	linear
0503	三重	sanchong	linear
0504	构成	goucheng	linear
0505	功能价值	gongnengjiazhi	linear
0506	情绪价值	qingxujiazhi	linear
0507	资产价值	zichanjiazhi	linear
0508	扫地机	saodiji	linear
0509	能	neng	linear
0510	扫地	saodi	linear
0511	是	shi	linear
0512	功能价值	gongnengjiazhi	linear
0513	但	dan	linear
0514	它	ta	linear
0515	不懂	budong	linear
0516	你	ni	linear
0517	如果	ruguo	linear
0518	它	ta	linear
0519	懂	dong	linear
0520	你	ni	linear
0521	就	jiu	linear
0522	能	neng	linear
0523	提供	tigong	linear
0524	情绪价值	qingxujiazhi	linear
0525	个人	geren	linear
0526	机器人	jiqiren	linear
0527	天然	tianran	linear
0528	具备	jubei	linear
0529	这	zhe	linear
0530	三重	sanchong	linear
0531	价值	jiazhi	linear
0532	比如	biru	linear
0533	在	zai	linear
0534	人工智能	rengongzhineng	linear
0535	时代	shidai	linear
0536	大家	dajia	linear
0537	对	dui	linear
0538	未来	weilai	linear
0539	很	hen	linear
0540	焦虑	jiaolv	linear
0541	不知道	buzhidao	linear
0542	教育	jiaoyu	linear
0543	该	gai	linear
0544	往	wang	linear
0545	哪	na	linear
0546	走	zou	linear
0547	而	er	linear
0548	个人	geren	linear
0549	机器人	jiqiren	linear
0550	让	rang	linear
0551	大家	dajia	linear
0552	天然	tianran	linear
0553	感知	ganzhi	linear
0554	到	dao	linear
0555	具身智能	jushenzhineng	linear
0556	时代	shidai	linear
0557	的	de	linear
0558	到来	daolai	linear
0559	有	you	linear
0560	这样	zheyang	linear
0561	一个	yige	linear
0562	载体	zaiti	linear
0563	跟	gen	linear
0564	着	zhe	linear
0565	一起	yiqi	linear
0566	成长	chengzhang	linear
0567	这	zhe	linear
0568	就是	jiushi	linear
0569	功能价值	gongnengjiazhi	linear
0570	未来	weilai	linear
0571	它	ta	linear
0572	还	hai	linear
0573	可以	keyi	linear
0574	变成	biancheng	linear
0575	你	ni	linear
0576	的	de	linear
0577	小助手	xiaozhushou	linear
0578	小管家	xiaoguanjia	linear
0579	学习	xuexi	linear
0580	玩耍	wanshua	linear
0581	的	de	linear
0582	小伙伴	xiaohuoban	linear
0583	跟	gen	linear
0584	你	ni	linear
0585	聊天	liaotian	linear
0586	随着	suizhe	linear
0587	硬件	yingjian	linear
0588	本体	benti	linear
0589	稳定	wending	linear
0590	生态	shengtai	linear
0591	和	he	linear
0592	内容	neirong	linear
0593	就像	jiuxiang	linear
0594	手机	shouji	linear
0595	里	li	linear
0596	的	de	linear
0597	越来越	yuelaiyue	linear
0598	繁荣	fanrong	linear
0599	机器人	jiqiren	linear
0600	的	de	linear
0601	功能	gongneng	linear
0602	会	hui	linear
0603	越来越多	yuelaiyueduo	linear
0604	硬氪	yingke	linear
0605	过去	guoqu	linear
0606	几年	jinian	linear
0607	市场	shichang	linear
0608	上	shang	linear
0609	也	ye	linear
0610	出来	chulai	linear
0611	很多	henduo	linear
0612	陪伴	peiban	linear
0613	机器人	jiqiren	linear
0614	启元	qiyuan	linear
0615	跟	gen	linear
0616	它们	tamen	linear
0617	相比	xiangbi	linear
0618	差异化	chayihua	linear
0619	的	de	linear
0620	点	dian	linear
0621	在	zai	linear
0622	哪里	nali	linear
0623	目前	muqian	linear
0624	市场	shichang	linear
0625	上	shang	linear
0626	消费级	xiaofeiji	linear
0627	机器人	jiqiren	linear
0628	主要	zhuyao	linear
0629	有	you	linear
0630	三大类	sandalei	linear
0631	痛点	tongdian	linear
0632	一是	yishi	linear
0633	能力	nengli	linear
0634	失衡	shiheng	linear
0635	本体	benti	linear
0636	与	yu	linear
0637	智能	zhineng	linear
0638	割裂	gelie	linear
0639	传统	chuantong	linear
0640	机器人	jiqiren	linear
0641	硬件	yingjian	linear
0642	强	qiang	linear
0643	智能	zhineng	linear
0644	弱	ruo	linear
0645	而	er	linear
0646	互联网	hulianwang	linear
0647	厂家	changjia	linear
0648	智能	zhineng	linear
0649	强	qiang	linear
0650	本体	benti	linear
0651	弱	ruo	linear
0652	二是	ershi	linear
0653	生态	shengtai	linear
0654	和	he	linear
0655	内容	neirong	linear
0656	极度	jidu	linear
0657	匮乏	kuifa	linear
0658	功能	gongneng	linear
0659	仅限于	jinxianyu	linear
0660	眼球经济	yanqiujingji	linear
0661	文娱	wenyu	linear
0662	缺乏	quefa	linear
0663	可扩展	kekuozhan	linear
0664	的	de	linear
0665	生态	shengtai	linear
0666	配件	peijian	linear
0667	和	he	linear
0668	周边	zhoubian	linear
0669	生态	shengtai	linear
0670	伙伴	huoban	linear
0671	三是	sanshi	linear
0672	缺乏	quefa	linear
0673	正向	zhengxiang	linear
0674	设计	sheji	linear
0675	陪伴	peiban	linear
0676	机器人	jiqiren	linear
0677	本质	benzhi	linear
0678	上	shang	linear
0679	是	shi	linear
0680	传统	chuantong	linear
0681	硬件	yingjian	linear
0682	的	de	linear
0683	延伸	yanshen	linear
0684	只是	zhishi	linear
0685	把	ba	linear
0686	手机	shouji	linear
0687	里	li	linear
0688	基于	jiyu	linear
0689	文本	wenben	linear
0690	对话	duihua	linear
0691	的	de	linear
0692	大模型	damoxing	linear
0693	放	fang	linear
0694	到	dao	linear
0695	了	le	linear
0696	某个	mouge	linear
0697	产品	chanpin	linear
0698	里	li	linear
0699	而	er	linear
0700	多模态	duomotai	linear
0701	人形机器人	renxingjiqiren	linear
0702	是	shi	linear
0703	一种	yizhong	linear
0704	新	xin	linear
0705	形态	xingtai	linear
0706	你	ni	linear
0707	看到	kandao	linear
0708	的	de	linear
0709	就是	jiushi	linear
0710	我	wo	linear
0711	看到	kandao	linear
0712	的	de	linear
0713	你	ni	linear
0714	感知	ganzhi	linear
0715	的	de	linear
0716	就是	jiushi	linear
0717	我	wo	linear
0718	感知	ganzhi	linear
0719	的	de	linear
0720	互动	hudong	linear
0721	方式	fangshi	linear
0722	完全	wanquan	linear
0723	不同	butong	linear
0724	硬氪	yingke	linear
0725	行业	hangye	linear
0726	有	you	linear
0727	公司	gongsi	linear
0728	强调	qiangdiao	linear
0729	今年	jinnian	linear
0730	是	shi	linear
0731	机器人	jiqiren	linear
0732	的	de	linear
0733	部署态	bushutai	linear
0734	您	nin	linear
0735	得	de	linear
0736	个人	geren	linear
0737	机器人	jiqiren	linear
0738	类似	leisi	linear
0739	的	de	linear
0740	阶段	jieduan	linear
0741	是	shi	linear
0742	怎么	zenme	linear
0743	划分	huafen	linear
0744	的	de	linear
0745	现在	xianzai	linear
0746	属于	shuyu	linear
0747	什么	shenme	linear
0748	阶段	jieduan	linear
0749	我们	women	linear
0750	内部	neibu	linear
0751	对	dui	linear
0752	这个	zhege	linear
0753	赛道	saidao	linear
0754	定义	dingyi	linear
0755	了	le	linear
0756	三波	sanbo	linear
0757	曲线	quxian	linear
0758	第一	diyi	linear
0759	曲线	quxian	linear
0760	是	shi	linear
0761	技术	jishu	linear
0762	猎奇	lieqi	linear
0763	核心	hexin	linear
0764	需求	xuqiu	linear
0765	是	shi	linear
0766	首次	shouci	linear
0767	体验	tiyan	linear
0768	带来	dailai	linear
0769	的	de	linear
0770	多巴胺	duobaan	linear
0771	刺激	ciji	linear
0772	机器人	jiqiren	linear
0773	通过	tongguo	linear
0774	唱歌	changge	linear
0775	跳舞	tiaowu	linear
0776	炫技	xuanji	linear
0777	进	jin	linear
0778	商场	shangchang	linear
0779	吸引	xiyin	linear
0780	人群	renqun	linear
0781	目前	muqian	linear
0782	人形	renxing	linear
0783	四足	sizu	linear
0784	等	deng	linear
0785	大部分	dabufen	linear
0786	机器人	jiqiren	linear
0787	基本	jiben	linear
0788	都	dou	linear
0789	在	zai	linear
0790	这个	zhege	linear
0791	状态	zhuangtai	linear
0792	第二	dier	linear
0793	曲线	quxian	linear
0794	是	shi	linear
0795	内容	neirong	linear
0796	依赖	yilai	linear
0797	需要	xuyao	linear
0798	更	geng	linear
0799	开放	kaifang	linear
0800	的	de	linear
0801	生态系统	shengtaixitong	linear
0802	支持	zhichi	linear
0803	内容	neirong	linear
0804	和	he	linear
0805	游戏	youxi	linear
0806	创作	chuangzuo	linear
0807	让	rang	linear
0808	人	ren	linear
0809	能	neng	linear
0810	持续	chixu	linear
0811	使用	shiyong	linear
0812	它	ta	linear
0813	它	ta	linear
0814	有	you	linear
0815	一定	yiding	linear
0816	的	de	linear
0817	功能价值	gongnengjiazhi	linear
0818	比如	biru	linear
0819	解决	jiejue	linear
0820	人工智能	rengongzhineng	linear
0821	时代	shidai	linear
0822	的	de	linear
0823	焦虑	jiaolv	linear
0824	跟随	gensui	linear
0825	拍照	paizhao	linear
0826	等	deng	linear
0827	第三	disan	linear
0828	曲线	quxian	linear
0829	是	shi	linear
0830	深层次	shencengci	linear
0831	的	de	linear
0832	满足	manzu	linear
0833	功能	gongneng	linear
0834	属性	shuxing	linear
0835	情感	qinggan	linear
0836	属性	shuxing	linear
0837	资产	zichan	linear
0838	属性	shuxing	linear
0839	的	de	linear
0840	结合	jiehe	linear
0841	核心	hexin	linear
0842	驱动力	qudongli	linear
0843	是	shi	linear
0844	生产	shengchan	linear
0845	美好生活	meihaoshenghuo	linear
0846	与	yu	linear
0847	价值	jiazhi	linear
0848	创造	chuangzao	linear
0849	比如	biru	linear
0850	拍照	paizhao	linear
0851	创作	chuangzuo	linear
0852	启蒙教育	qimengjiaoyu	linear
0853	情感	qinggan	linear
0854	陪伴	peiban	linear
0855	等	deng	linear
0856	我们	women	linear
0857	重点	zhongdian	linear
0858	要	yao	linear
0859	抢占	qiangzhan	linear
0860	的	de	linear
0861	是	shi	linear
0862	第二	dier	linear
0863	和	he	linear
0864	第三	disan	linear
0865	曲线	quxian	linear
0866	硬氪	yingke	linear
0867	既然	jiran	linear
0868	个人	geren	linear
0869	机器人	jiqiren	linear
0870	要	yao	linear
0871	进入	jinru	linear
0872	人居	renju	linear
0873	环境	huanjing	linear
0874	并	bing	linear
0875	具备	jubei	linear
0876	活人感	huorengan	linear
0877	必然	biran	linear
0878	会	hui	linear
0879	带来	dailai	linear
0880	隐私	yinsi	linear
0881	和	he	linear
0882	伦理	lunli	linear
0883	方面	fangmian	linear
0884	的	de	linear
0885	风险	fengxian	linear
0886	上纬启元	shangweiqiyuan	linear
0887	在	zai	linear
0888	这方面	zhefangmian	linear
0889	有	you	linear
0890	哪些	naxie	linear
0891	防范	fangfan	linear
0892	举措	jucuo	linear
0893	这	zhe	linear
0894	本质	benzhi	linear
0895	上	shang	linear
0896	是	shi	linear
0897	安全性	anquanxing	linear
0898	考虑	kaolv	linear
0899	属于	shuyu	linear
0900	产品	chanpin	linear
0901	哲学	zhexue	linear
0902	的	de	linear
0903	高度	gaodu	linear
0904	我们	women	linear
0905	会	hui	linear
0906	从	cong	linear
0907	四个	sige	linear
0908	维度	weidu	linear
0909	来	lai	linear
0910	考虑	kaolv	linear
0911	一是	yishi	linear
0912	物理	wuli	linear
0913	安全	anquan	linear
0914	这是	zheshi	linear
0915	底线	dixian	linear
0916	我们	women	linear
0917	要	yao	linear
0918	进	jin	linear
0919	到	dao	linear
0920	家里	jiali	linear
0921	陪伴	peiban	linear
0922	老人	laoren	linear
0923	和	he	linear
0924	小孩	xiaohai	linear
0925	必须	bixu	linear
0926	足够	zugou	linear
0927	安全	anquan	linear
0928	有	you	linear
0929	亲和力	qinheli	linear
0930	这	zhe	linear
0931	就是	jiushi	linear
0932	为什么	weishenme	linear
0933	我们	women	linear
0934	把	ba	linear
0935	机器人	jiqiren	linear
0936	做	zuo	linear
0937	得	de	linear
0938	很小	henxiao	linear
0939	按照	anzhao	linear
0940	公分	gongfen	linear
0941	公斤	gongjin	linear
0942	来	lai	linear
0943	设计	sheji	linear
0944	并	bing	linear
0945	融合	ronghe	linear
0946	了	le	linear
0947	多个	duoge	linear
0948	力矩	liju	linear
0949	传感器	chuanganqi	linear
0950	和	he	linear
0951	力控	likong	linear
0952	二是	ershi	linear
0953	电器	dianqi	linear
0954	安全	anquan	linear
0955	机器人	jiqiren	linear
0956	进	jin	linear
0957	家	jia	linear
0958	首先	shouxian	linear
0959	要	yao	linear
0960	满足	manzu	linear
0961	电器	dianqi	linear
0962	的	de	linear
0963	安全	anquan	linear
0964	设计	sheji	linear
0965	要求	yaoqiu	linear
0966	比如	biru	linear
0967	解决	jiejue	linear
0968	像	xiang	linear
0969	电动车	diandongche	linear
0970	不能	buneng	linear
0971	进	jin	linear
0972	家	jia	linear
0973	这类	zhelei	linear
0974	安全	anquan	linear
0975	顾虑	gulv	linear
0976	三是	sanshi	linear
0977	数据安全	shujuanquan	linear
0978	机器人	jiqiren	linear
0979	全身	quanshen	linear
0980	都是	doushi	linear
0981	摄像头	shexiangtou	linear
0982	触觉	chujue	linear
0983	和	he	linear
0984	力觉	lijue	linear
0985	传感器	chuanganqi	linear
0986	我们	women	linear
0987	会	hui	linear
0988	实现	shixian	linear
0989	敏感	mingan	linear
0990	数据	shuju	linear
0991	本地化	bendihua	linear
0992	脱敏	tuomin	linear
0993	处理	chuli	linear
0994	云端	yunduan	linear
0995	数据	shuju	linear
0996	严格	yange	linear
0997	脱敏	tuomin	linear
0998	加	jia	linear
0999	权限	quanxian	linear
1000	管理	guanli	linear
1001	摄像头	shexiangtou	linear
1002	是	shi	linear
1003	打开	dakai	linear
1004	还是	haishi	linear
1005	关闭	guanbi	linear
1006	用户	yonghu	linear
1007	拥有	yongyou	linear
1008	完全	wanquan	linear
1009	的	de	linear
1010	知情权	zhiqingquan	linear
1011	管理权	guanliquan	linear
1012	和	he	linear
1013	控制权	kongzhiquan	linear
1014	最后	zuihou	linear
1015	是	shi	linear
1016	关系	guanxi	linear
1017	安全	anquan	linear
1018	机器人	jiqiren	linear
1019	可	ke	linear
1020	陪伴	peiban	linear
1021	可	ke	linear
1022	理解	lijie	linear
1023	但	dan	linear
1024	它	ta	linear
1025	不能	buneng	linear
1026	帮助	bangzhu	linear
1027	人	ren	linear
1028	做	zuo	linear
1029	选择	xuanze	linear
1030	人	ren	linear
1031	最终	zuizhong	linear
1032	还是	haishi	linear
1033	决策	juece	linear
1034	的	de	linear
1035	主体	zhuti	linear
